trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
gnl.UG.Ssc.S35166304	5	10947872	additive	5.05 	5	8997100	9010837
gnl.UG.Ssc.S46877225	4	63864176	additive	11.53 	14	122381397	122481038
LVRM1_0204_D05	1	101903535	additive	9.18 	NA	NA	NA
DCI01_0101_E08	7	4191064	additive	5.77 	1	204978764	205027971
gnl.UG.Ssc.S16514640	3	66738143	additive	7.01 	NA	NA	NA
gnl.UG.Ssc.S18546604	6	3312829	additive	29.23 	6	3518411	3520079
gnl.UG.Ssc.S18337182	9	153172073	additive	5.61 	NA	NA	NA
gnl.UG.Ssc.S40554541	6	12567942	additive	4.74 	6	12360130	12364222
gnl.UG.Ssc.S40173012	7	25171813	additive	8.01 	7	29109319	29112359
gnl.UG.Ssc.S50166349	8	104687331	additive	16.00 	9	128703421	128715554
gnl.UG.Ssc.S34512837	1	70948265	additive	9.21 	NA	NA	NA
gnl.UG.Ssc.S40097311	10	44475243	additive	8.53 	NA	NA	NA
gnl.UG.Ssc.S35166266	4	106342618	additive	8.88 	7	129461077	129473041
gnl.UG.Ssc.S18354111	8	38498790	additive	4.73 	NA	NA	NA
gnl.UG.Ssc.S18360778	6	25780287	additive	4.73 	9	50747515	50757754
gnl.UG.Ssc.S6665943	14	143776639	additive	5.86 	NA	NA	NA
gnl.UG.Ssc.S21578731	7	96646705	additive	12.22 	NA	NA	NA
gnl.UG.Ssc.S31101896	17	37247375	additive	12.22 	17	37174387	37196694
gnl.UG.Ssc.S16144347	10	9818909	additive	12.52 	NA	NA	NA
gnl.UG.Ssc.S35168046	18	46626685	additive	8.72 	NA	NA	NA
gnl.UG.Ssc.S6667352	3	106777915	additive	18.35 	NA	NA	NA
gnl.UG.Ssc.S35173192	6	7254956	additive	8.84 	6	4754998	4789463
gnl.UG.Ssc.S40494554	13	32309148	additive	4.79 	NA	NA	NA
gnl.UG.Ssc.S19539468	18	14096952	additive	5.38 	JH118602.1	18661	26382
TCH01_0023_A04	11	84786789	additive	9.83 	NA	NA	NA
gnl.UG.Ssc.S35173902	1	143720476	additive	6.89 	5	60965351	60987579
gnl.UG.Ssc.S46875911	12	49729253	partial-dominant	4.93 	17	51651198	51686994
ADR01_0027_E11	10	13042978	additive	8.45 	10	13450026	13471505
gnl.UG.Ssc.S6065486	6	53526888	additive	10.08 	NA	NA	NA
gnl.UG.Ssc.S35174270	14	79157985	additive	5.15 	14	60721718	60798692
gnl.UG.Ssc.S35171802	13	14816133	additive	11.83 	4	104599236	104600403
gnl.UG.Ssc.S40360228	1	169829106	additive	5.93 	NA	NA	NA
gnl.UG.Ssc.S29974082	15	140401820	partial-dominant	4.71 	NA	NA	NA
LVRM1_0169_F11	7	31931613	additive	6.89 	7	33381396	33383462
gnl.UG.Ssc.S46878714	7	69624352	additive	12.07 	7	70090723	70112537
OVRM1_0204_G03	12	62729730	additive	6.71 	14	122671874	122673382
gnl.UG.Ssc.S35169944	10	64196312	additive	6.29 	10	63625465	63662232
gnl.UG.Ssc.S23757551	11	20330893	additive	5.28 	NA	NA	NA
gnl.UG.Ssc.S19540474	4	1970607	additive	4.84 	13	30938194	30941915
BFLT1_0033_E10	5	55027559	additive	7.53 	NA	NA	NA
PTG01_0033_A02	10	37326100	additive	10.88 	10	36632258	36813570
gnl.UG.Ssc.S26647147	13	73562335	additive	6.87 	13	78614180	78704945
OVR01_0013_A12	6	84309652	additive	10.29 	NA	NA	NA
gnl.UG.Ssc.S35164072	14	120230642	additive	5.81 	14	120893569	120900535
gnl.UG.Ssc.S46916719	8	34415830	additive	17.34 	8	31513438	31539470
gnl.UG.Ssc.S18353806	6	125638727	additive	12.60 	6	125864325	125945373
gnl.UG.Ssc.S40302102	4	49395322	additive	18.49 	NA	NA	NA
gnl.UG.Ssc.S35169111	14	118515539	additive	7.45 	14	118548268	118556353
gnl.UG.Ssc.S17526074	10	63914852	additive	12.87 	NA	NA	NA
gnl.UG.Ssc.S40387813	1	276303939	additive	14.68 	1	276821088	276821659
gnl.UG.Ssc.S18547766	9	112828754	additive	11.01 	NA	NA	NA
gnl.UG.Ssc.S23213017	10	69985989	additive	13.76 	NA	NA	NA
gnl.UG.Ssc.S31120571	5	18335262	additive	14.98 	NA	NA	NA
gnl.UG.Ssc.S35170611	4	48483897	additive	5.25 	14	53659842	53683337
gnl.UG.Ssc.S23763409	3	127942408	additive	5.17 	3	128245100	128318833
gnl.UG.Ssc.S39777456	1	43459192	additive	24.51 	NA	NA	NA
ADR01_0099_F12	15	107335694	additive	4.82 	2	6003983	6020495
gnl.UG.Ssc.S35164668	3	18088863	additive	10.07 	3	18534343	18537935
gnl.UG.Ssc.S40094285	5	18937830	additive	4.87 	NA	NA	NA
TCH01_0027_A11	7	108691513	additive	4.78 	NA	NA	NA
gnl.UG.Ssc.S40181317	4	116460170	additive	5.11 	NA	NA	NA
gnl.UG.Ssc.S35170384	10	223443	additive	4.85 	GL895657.1	21	1415
gnl.UG.Ssc.S17515531	9	135423002	additive	5.44 	X	109585808	109620212
gnl.UG.Ssc.S26722773	4	67741107	additive	8.35 	NA	NA	NA
gnl.UG.Ssc.S19549653	2	36126187	additive	6.19 	2	40382284	40466246
gnl.UG.Ssc.S18379954	2	35733977	partial-dominant	4.72 	NA	NA	NA
gnl.UG.Ssc.S31122799	8	139875436	additive	9.99 	NA	NA	NA
gnl.UG.Ssc.S46878887	6	37163254	additive	6.89 	7	95145028	95191677
gnl.UG.Ssc.S35165775	10	58132427	additive	15.45 	10	57880200	58064685
gnl.UG.Ssc.S35167698	6	51775907	additive	9.69 	NA	NA	NA
gnl.UG.Ssc.S6007455	5	66650848	additive	7.28 	NA	NA	NA
gnl.UG.Ssc.S40017556	5	97513534	additive	5.27 	NA	NA	NA
gnl.UG.Ssc.S27600966	18	41316051	additive	4.93 	2	75331713	75335976
gnl.UG.Ssc.S35169940	18	52425175	additive	8.81 	18	50840315	50858704
gnl.UG.Ssc.S40525951	5	98212963	additive	7.74 	NA	NA	NA
LVRM1_0133_B09	12	52678657	additive	5.01 	13	35607318	35618602
gnl.UG.Ssc.S19547688	5	96709017	additive	5.91 	5	97776303	97793667
gnl.UG.Ssc.S6047303	6	59876671	additive	4.73 	NA	NA	NA
gnl.UG.Ssc.S18547983	8	77104328	additive	5.49 	NA	NA	NA
gnl.UG.Ssc.S19542048	12	23098604	additive	5.90 	NA	NA	NA
gnl.UG.Ssc.S18353912	7	54688117	additive	4.80 	GL896426.1	498	4015
SMG01_0057_H06	12	24361576	additive	5.23 	NA	NA	NA
gnl.UG.Ssc.S35722951	11	35866787	partial-dominant	5.52 	NA	NA	NA
gnl.UG.Ssc.S39917893	10	23611524	additive	6.26 	4	108607418	108633053
gnl.UG.Ssc.S31123658	6	8402621	additive	4.91 	NA	NA	NA
gnl.UG.Ssc.S35171606	5	1046890	additive	17.19 	5	111953	312730
gnl.UG.Ssc.S40190984	13	29002222	additive	5.19 	NA	NA	NA
TCH01_0101_C11	6	42436776	additive	6.04 	6	44673737	44684427
gnl.UG.Ssc.S23762458	7	60252514	additive	9.21 	NA	NA	NA
gnl.UG.Ssc.S35171481	14	79124234	additive	6.45 	14	80981917	81089738
MLN01_0026_B06	12	209210	additive	9.88 	NA	NA	NA
gnl.UG.Ssc.S23755686	10	30802226	additive	9.16 	NA	NA	NA
gnl.UG.Ssc.S38675439	5	80472099	additive	7.60 	7	12191535	12309282
gnl.UG.Ssc.S35173335	4	63841367	additive	4.61 	14	120326812	120341422
gnl.UG.Ssc.S40060840	11	12339098	partial-dominant	5.47 	11	12264417	12281396
gnl.UG.Ssc.S40183275	8	88011897	additive	4.53 	NA	NA	NA
gnl.UG.Ssc.S23213233	17	66440057	additive	4.76 	NA	NA	NA
gnl.UG.Ssc.S31116010	15	153505644	additive	6.17 	13	62800355	62986290
gnl.UG.Ssc.S50013347	12	34916433	additive	5.80 	12	26395260	26407113
SMG01_0018_H09	7	4518119	additive	6.79 	NA	NA	NA
gnl.UG.Ssc.S35167355	10	26182475	additive	21.01 	NA	NA	NA
gnl.UG.Ssc.S46881061	1	278436182	additive	6.80 	1	280440242	280511374
gnl.UG.Ssc.S35174140	9	45777303	additive	10.85 	NA	NA	NA
OVR01_0101_E01	8	45750461	additive	5.01 	13	149430809	149702182
PTG01_0079_A10	14	6926179	additive	15.16 	NA	NA	NA
gnl.UG.Ssc.S23699627	12	44971304	additive	5.51 	NA	NA	NA
gnl.UG.Ssc.S26727632	6	87445447	additive	6.82 	NA	NA	NA
ADR01_0030_F08	11	87300123	additive	5.65 	11	693461	719167
gnl.UG.Ssc.S23763192	11	8638031	additive	11.84 	NA	NA	NA
gnl.UG.Ssc.S18557016	13	14108434	additive	14.35 	NA	NA	NA
gnl.UG.Ssc.S31104023	8	45750461	additive	5.51 	NA	NA	NA
gnl.UG.Ssc.S35164726	4	104868294	additive	7.00 	4	104969375	104971615
gnl.UG.Ssc.S22294034	10	25845373	additive	19.07 	NA	NA	NA
gnl.UG.Ssc.S27598806	7	97661713	additive	10.63 	12	46548826	46553997
AMP01_0059_G12	6	121827081	additive	6.90 	NA	NA	NA
gnl.UG.Ssc.S46876960	14	109718042	additive	9.19 	NA	NA	NA
gnl.UG.Ssc.S40159772	6	121827081	additive	9.33 	NA	NA	NA
gnl.UG.Ssc.S27598806	18	127050	additive	10.47 	12	46548826	46553997
gnl.UG.Ssc.S35172232	8	58703308	additive	4.83 	NA	NA	NA
LVRM1_0056_B08	1	143720476	additive	7.70 	5	24099870	24105567
gnl.UG.Ssc.S40208375	15	36694303	additive	4.58 	13	55478569	55514534
gnl.UG.Ssc.S48830436	7	49191516	additive	4.61 	7	46947785	47070503
gnl.UG.Ssc.S17515553	9	129626	additive	6.61 	NA	NA	NA
gnl.UG.Ssc.S42528759	5	77237579	additive	5.64 	3	121228062	121379022
gnl.UG.Ssc.S35167807	1	287348708	additive	4.54 	13	131627272	131639170
gnl.UG.Ssc.S29979418	9	73776890	additive	6.21 	NA	NA	NA
gnl.UG.Ssc.S35173727	6	16236765	additive	5.02 	NA	NA	NA
gnl.UG.Ssc.S18554642	10	25845373	additive	10.89 	NA	NA	NA
gnl.UG.Ssc.S40100893	1	308427948	partial-dominant	4.78 	NA	NA	NA
gnl.UG.Ssc.S23775545	3	21777886	additive	17.82 	NA	NA	NA
ADR01_0032_E08	5	99053897	additive	8.03 	NA	NA	NA
gnl.UG.Ssc.S40455398	7	134405082	additive	6.97 	NA	NA	NA
gnl.UG.Ssc.S18279459	5	69275632	additive	4.81 	NA	NA	NA
gnl.UG.Ssc.S29991298	14	135454457	additive	5.20 	NA	NA	NA
gnl.UG.Ssc.S26722641	16	36203828	additive	4.66 	NA	NA	NA
gnl.UG.Ssc.S32800732	8	19969058	additive	12.69 	NA	NA	NA
gnl.UG.Ssc.S35166522	15	26918484	additive	9.82 	3	135136902	135174164
gnl.UG.Ssc.S18554865	10	71183171	additive	22.12 	NA	NA	NA
gnl.UG.Ssc.S35171986	9	9922128	additive	16.06 	9	10372445	10397242
gnl.UG.Ssc.S23701516	3	44725638	additive	4.57 	NA	NA	NA
gnl.UG.Ssc.S40157870	7	125418977	additive	4.62 	NA	NA	NA
LVRM1_0126_A07	6	12432264	additive	16.60 	NA	NA	NA
ADR01_0080_D08	6	153177223	partial-dominant	7.00 	6	153765203	153900898
gnl.UG.Ssc.S46878898	7	90209262	additive	15.06 	7	88960179	88972488
gnl.UG.Ssc.S46879841	4	84443534	additive	4.90 	4	116708892	116821627
gnl.UG.Ssc.S35174057	12	43555741	additive	16.37 	12	41546591	41555533
gnl.UG.Ssc.S50206996	1	308294229	additive	6.39 	NA	NA	NA
gnl.UG.Ssc.S23763723	7	7187201	additive	5.00 	NA	NA	NA
gnl.UG.Ssc.S35167924	6	40718365	additive	4.54 	14	6954990	6963583
gnl.UG.Ssc.S35171098	17	36865356	additive	61.51 	17	36851071	36862512
gnl.UG.Ssc.S17500613	10	35337090	additive	6.92 	6	156392234	156398069
gnl.UG.Ssc.S35167198	18	20806040	additive	5.03 	18	21014797	21014987
ITT01_0018_F06	15	156955591	additive	7.52 	NA	NA	NA
TCH01_0086_H09	12	48842443	additive	8.83 	NA	NA	NA
gnl.UG.Ssc.S19546685	7	46959202	additive	9.17 	7	46947785	47070503
gnl.UG.Ssc.S16514147	7	24632311	additive	17.72 	NA	NA	NA
gnl.UG.Ssc.S35167127	1	140725359	additive	9.30 	NA	NA	NA
gnl.UG.Ssc.S35168299	3	34076984	additive	5.07 	GL896223.1	266	17647
gnl.UG.Ssc.S35165693	9	22198816	additive	5.42 	14	42936358	42953347
TCH01_0053_G10	2	6739519	additive	10.43 	NA	NA	NA
THY01_0045_E02	15	26918484	additive	7.64 	3	134207305	134219635
gnl.UG.Ssc.S46876744	14	31180339	additive	9.18 	NA	NA	NA
gnl.UG.Ssc.S18361493	9	52833797	partial-dominant	5.67 	NA	NA	NA
gnl.UG.Ssc.S35169135	1	95898595	additive	5.33 	NA	NA	NA
MLTL1_0092_G05	10	66800333	additive	10.43 	10	48975527	49054918
gnl.UG.Ssc.S23213142	1	63541683	additive	7.51 	2	66289564	66295135
gnl.UG.Ssc.S35170540	4	30364476	additive	6.95 	NA	NA	NA
gnl.UG.Ssc.S40318805	15	62148088	additive	4.92 	NA	NA	NA
gnl.UG.Ssc.S26389428	2	43985424	additive	6.08 	2	47619284	47653921
gnl.UG.Ssc.S35165363	18	28020704	additive	7.74 	18	27651287	27717509
gnl.UG.Ssc.S39998297	3	17859317	additive	4.87 	NA	NA	NA
gnl.UG.Ssc.S35167400	6	14512641	additive	7.26 	6	14643378	14648241
gnl.UG.Ssc.S15981634	1	309883952	additive	5.12 	12	20012161	20016951
ITT01_0038_H02	1	281969962	additive	15.76 	1	283217647	283224893
gnl.UG.Ssc.S46876447	14	58267847	additive	5.01 	14	55036316	55059725
gnl.UG.Ssc.S26722216	17	8545577	additive	5.60 	17	6277561	6295164
gnl.UG.Ssc.S35173335	14	120391470	additive	18.25 	14	120326812	120341422
gnl.UG.Ssc.S19545107	6	72660079	additive	4.61 	NA	NA	NA
gnl.UG.Ssc.S17517072	7	124941962	additive	4.73 	12	62326863	62334572
gnl.UG.Ssc.S40455398	1	169829106	additive	4.77 	NA	NA	NA
gnl.UG.Ssc.S50199558	6	42436776	additive	9.71 	NA	NA	NA
gnl.UG.Ssc.S35167094	13	38330168	additive	4.58 	NA	NA	NA
gnl.UG.Ssc.S19548031	9	58287186	additive	5.80 	2	125144505	125336545
gnl.UG.Ssc.S39890471	12	24459221	additive	34.17 	NA	NA	NA
gnl.UG.Ssc.S40034965	17	5999136	additive	57.55 	NA	NA	NA
gnl.UG.Ssc.S19550340	9	12691365	additive	10.04 	9	14154665	14294357
gnl.UG.Ssc.S35172599	5	20035192	additive	7.27 	5	19079089	19086099
gnl.UG.Ssc.S35170800	3	63326757	additive	6.28 	3	62357528	62367116
gnl.UG.Ssc.S39842880	1	126371684	additive	6.64 	NA	NA	NA
TES01_0100_G04	14	61838231	additive	5.98 	14	64343142	64376887
gnl.UG.Ssc.S18554583	11	26132241	additive	6.52 	11	26002053	26035899
gnl.UG.Ssc.S31102038	8	45750461	additive	5.08 	13	166892683	166899134
gnl.UG.Ssc.S6063734	18	14145043	additive	6.78 	NA	NA	NA
gnl.UG.Ssc.S17506801	6	40612450	additive	5.09 	NA	NA	NA
gnl.UG.Ssc.S23766507	13	218194240	additive	7.40 	NA	NA	NA
gnl.UG.Ssc.S35169280	14	18583515	additive	12.87 	14	16202844	16223503
gnl.UG.Ssc.S46878887	7	96302007	additive	16.46 	7	95145028	95191677
gnl.UG.Ssc.S46878808	7	94573223	additive	5.07 	7	104173906	104206702
gnl.UG.Ssc.S35167216	18	4269454	additive	5.56 	18	6029289	6049266
DCI01_0108_A05	11	35711774	additive	15.85 	4	70341215	70379453
gnl.UG.Ssc.S35164172	8	104687331	additive	7.96 	9	125606175	125638894
gnl.UG.Ssc.S35167730	6	155897700	additive	12.55 	NA	NA	NA
ITT01_0065_B08	9	116059241	additive	8.95 	GL895994.1	35182	41774
gnl.UG.Ssc.S6008287	12	62729730	additive	6.23 	NA	NA	NA
gnl.UG.Ssc.S39859047	13	85652093	additive	6.20 	NA	NA	NA
TES01_0047_A10	10	25845373	additive	9.24 	12	58039027	58056308
gnl.UG.Ssc.S37264301	8	140460312	additive	8.55 	8	140599657	140643507
gnl.UG.Ssc.S6034381	2	91891513	additive	8.23 	2	59348765	59383505
gnl.UG.Ssc.S26649850	5	71944356	additive	21.72 	NA	NA	NA
MLTL1_0039_A05	15	4663102	additive	5.46 	15	156931032	157035322
gnl.UG.Ssc.S35166001	3	70348710	additive	11.80 	3	77045236	77096424
gnl.UG.Ssc.S40492347	6	37163254	additive	5.24 	NA	NA	NA
gnl.UG.Ssc.S35170885	3	125592465	additive	13.98 	3	125745801	125748243
gnl.UG.Ssc.S18383420	9	50489586	additive	7.93 	9	52649356	52729816
MLTL1_0052_E09	13	187235821	additive	7.91 	13	184210770	184232276
gnl.UG.Ssc.S19546889	4	136331395	additive	15.13 	NA	NA	NA
gnl.UG.Ssc.S40558643	4	445237	additive	8.27 	NA	NA	NA
gnl.UG.Ssc.S39950472	14	117821974	additive	6.24 	NA	NA	NA
gnl.UG.Ssc.S6035403	15	150369297	additive	5.89 	NA	NA	NA
gnl.UG.Ssc.S22281949	6	152852810	additive	8.52 	GL895352.1	10695	14757
LVR01_0012_A10	2	66374171	additive	8.49 	2	80139478	80199924
gnl.UG.Ssc.S35166844	6	78518023	additive	12.16 	6	78508382	78532133
LVRM1_0192_E10	10	184863	additive	10.51 	NA	NA	NA
gnl.UG.Ssc.S18355884	13	107131634	additive	6.35 	NA	NA	NA
gnl.UG.Ssc.S18552950	12	34089866	additive	7.03 	NA	NA	NA
OVRM1_0066_G02	17	11848325	additive	4.55 	2	9186048	9194940
gnl.UG.Ssc.S35169629	3	26913735	additive	18.13 	3	26070075	26079765
gnl.UG.Ssc.S16767347	8	142347892	additive	6.97 	6	27466765	27524179
gnl.UG.Ssc.S26718069	13	140107787	additive	5.60 	13	134660903	134684897
gnl.UG.Ssc.S6079985	11	28019183	additive	4.56 	8	31012140	31054062
gnl.UG.Ssc.S46880108	4	98959246	additive	7.65 	NA	NA	NA
gnl.UG.Ssc.S35168038	15	17800820	additive	8.15 	15	18269639	18344270
gnl.UG.Ssc.S35169239	3	4806258	additive	34.63 	GL893800.1	7575	15665
gnl.UG.Ssc.S20116606	1	246070469	additive	11.66 	1	242696463	242786177
ADR01_0049_H07	1	169829106	additive	5.84 	NA	NA	NA
THY01_0054_B09	7	62793931	additive	5.95 	3	40892304	40898426
UTR01_0070_E10	2	6136082	additive	4.66 	NA	NA	NA
gnl.UG.Ssc.S46878669	12	6980697	additive	8.91 	7	80862737	80866827
gnl.UG.Ssc.S29974468	14	34089605	additive	8.23 	14	25870906	25922909
gnl.UG.Ssc.S18548795	11	83342073	additive	7.03 	NA	NA	NA
gnl.UG.Ssc.S35168414	13	27982732	additive	12.38 	13	34294969	34298953
gnl.UG.Ssc.S40474136	9	133403289	additive	15.59 	NA	NA	NA
gnl.UG.Ssc.S38481997	3	13304570	additive	16.50 	NA	NA	NA
gnl.UG.Ssc.S40431734	16	25549329	additive	5.58 	NA	NA	NA
gnl.UG.Ssc.S40074714	3	4519632	additive	5.12 	3	662278	674513
gnl.UG.Ssc.S40834168	17	64867909	additive	20.47 	17	64916086	64932168
gnl.UG.Ssc.S46877431	3	142631059	additive	5.14 	NA	NA	NA
gnl.UG.Ssc.S18555535	16	22935705	additive	6.98 	16	23534142	23613770
gnl.UG.Ssc.S23760465	4	16796738	additive	4.73 	NA	NA	NA
gnl.UG.Ssc.S35165215	3	21358554	additive	5.19 	8	124530590	124532085
gnl.UG.Ssc.S18355973	18	128077	additive	9.56 	NA	NA	NA
gnl.UG.Ssc.S18378157	14	50652198	additive	20.00 	14	51014465	51015046
gnl.UG.Ssc.S40452557	5	64392680	additive	4.74 	NA	NA	NA
gnl.UG.Ssc.S26720653	9	116059241	additive	5.33 	NA	NA	NA
gnl.UG.Ssc.S18357245	11	86552038	additive	15.06 	11	86146355	86178783
gnl.UG.Ssc.S39932870	8	1206206	additive	4.65 	NA	NA	NA
gnl.UG.Ssc.S46880420	1	94656312	additive	4.97 	1	93249518	93255101
gnl.UG.Ssc.S35171264	2	141872468	additive	7.49 	NA	NA	NA
gnl.UG.Ssc.S46877352	14	142951787	additive	7.21 	14	144881645	145010683
gnl.UG.Ssc.S35164683	6	851457	additive	4.52 	6	47460340	47462854
gnl.UG.Ssc.S35164722	5	61855701	additive	4.70 	NA	NA	NA
PCT01_0029_A01	10	9818909	additive	4.66 	NA	NA	NA
gnl.UG.Ssc.S29976380	13	146804590	additive	5.23 	8	86290713	86319741
gnl.UG.Ssc.S35173368	13	154899831	partial-dominant	5.29 	13	202710194	202726027
gnl.UG.Ssc.S23212788	3	71450568	additive	14.40 	NA	NA	NA
gnl.UG.Ssc.S6072437	3	47693917	additive	8.01 	3	41385148	41386877
UTR01_0020_E11	5	34432971	additive	4.96 	X	70390623	70790550
gnl.UG.Ssc.S46879483	5	4236943	additive	7.81 	5	4300716	4323534
gnl.UG.Ssc.S40111130	12	21017764	additive	16.50 	12	21047673	21055845
ADR01_0086_B11	2	33574192	additive	9.87 	2	31201367	31214635
gnl.UG.Ssc.S39978830	6	37163254	additive	9.35 	NA	NA	NA
gnl.UG.Ssc.S18546477	5	27869742	additive	4.83 	5	22686701	22732508
gnl.UG.Ssc.S35170311	1	23610125	additive	5.17 	6	145933529	145975394
gnl.UG.Ssc.S26717892	1	14398220	additive	10.19 	NA	NA	NA
gnl.UG.Ssc.S35164948	1	303155868	additive	18.66 	1	303188689	303225560
gnl.UG.Ssc.S23759051	1	68359366	additive	5.75 	3	8140290	8143649
gnl.UG.Ssc.S35170481	12	27612192	additive	5.47 	12	20835847	20863349
gnl.UG.Ssc.S43509655	17	44369566	additive	7.62 	NA	NA	NA
gnl.UG.Ssc.S35172539	15	138383490	additive	4.88 	3	41094505	41097389
gnl.UG.Ssc.S35167354	2	86601289	additive	5.36 	2	80445609	80482509
gnl.UG.Ssc.S17512256	13	210516458	additive	4.84 	NA	NA	NA
gnl.UG.Ssc.S35171045	14	11622365	additive	7.69 	9	44420374	44425460
gnl.UG.Ssc.S35169317	5	67519288	additive	8.06 	NA	NA	NA
gnl.UG.Ssc.S35173584	1	16505961	additive	7.43 	GL894187.1	22143	37699
PTG01_0067_C03	12	6269592	additive	6.35 	12	6275966	6295427
gnl.UG.Ssc.S34512968	3	36090287	additive	5.84 	3	49791512	49811977
gnl.UG.Ssc.S29979358	15	131795839	additive	4.75 	NA	NA	NA
gnl.UG.Ssc.S40482887	9	99696758	additive	13.58 	NA	NA	NA
gnl.UG.Ssc.S35168926	12	51501767	additive	12.32 	NA	NA	NA
gnl.UG.Ssc.S35166724	7	104771113	additive	11.81 	NA	NA	NA
gnl.UG.Ssc.S18553771	7	97661713	additive	10.35 	NA	NA	NA
gnl.UG.Ssc.S23764351	2	6998911	additive	7.95 	NA	NA	NA
gnl.UG.Ssc.S17518996	4	25883931	additive	13.68 	NA	NA	NA
gnl.UG.Ssc.S35171768	7	37231172	additive	6.20 	NA	NA	NA
gnl.UG.Ssc.S35171768	13	159112745	additive	6.20 	NA	NA	NA
gnl.UG.Ssc.S19540774	15	83314616	additive	5.65 	15	97715645	97763221
gnl.UG.Ssc.S48857139	7	80499354	additive	5.83 	7	80438284	80439930
gnl.UG.Ssc.S46878835	7	102739058	additive	17.67 	7	102786805	102791429
THY01_0014_E11	12	39594525	additive	9.73 	NA	NA	NA
gnl.UG.Ssc.S35173473	14	21387116	additive	6.97 	NA	NA	NA
gnl.UG.Ssc.S35164081	7	54688117	additive	8.05 	9	82488676	82579652
gnl.UG.Ssc.S40492996	15	76266102	additive	6.88 	NA	NA	NA
gnl.UG.Ssc.S19550716	13	126910644	additive	8.01 	NA	NA	NA
gnl.UG.Ssc.S35173850	14	82017521	additive	16.16 	14	82083818	82089317
gnl.UG.Ssc.S35168307	6	35043386	additive	6.11 	6	64657728	64669107
gnl.UG.Ssc.S26712091	5	46295477	additive	5.78 	9	62806124	62809058
gnl.UG.Ssc.S35167962	1	16423967	additive	6.22 	NA	NA	NA
gnl.UG.Ssc.S46879926	4	106858461	additive	9.43 	4	107477472	107488159
gnl.UG.Ssc.S26719960	17	53771949	additive	4.57 	NA	NA	NA
gnl.UG.Ssc.S35167167	5	1981830	additive	56.54 	5	3123982	3140535
gnl.UG.Ssc.S35173936	17	11718630	additive	11.04 	9	9400615	9443427
gnl.UG.Ssc.S26725347	15	84287331	additive	5.53 	GL893554.2	81972	112317
gnl.UG.Ssc.S23758839	5	30432695	additive	6.48 	GL895866.1	14057	24730
gnl.UG.Ssc.S6667352	14	8775522	additive	7.20 	NA	NA	NA
gnl.UG.Ssc.S23758349	1	267863506	additive	10.21 	NA	NA	NA
gnl.UG.Ssc.S40497652	14	30868951	additive	12.64 	14	31116986	31162616
gnl.UG.Ssc.S46879233	12	5481852	additive	12.83 	5	99071989	99163734
gnl.UG.Ssc.S17517146	10	11194964	additive	4.54 	NA	NA	NA
gnl.UG.Ssc.S35164848	6	137218917	additive	31.38 	6	137171271	137233581
gnl.UG.Ssc.S31107148	8	32014830	additive	5.73 	GL894404.1	6996	13088
gnl.UG.Ssc.S42501043	10	33663838	additive	10.20 	10	37361493	37376617
gnl.UG.Ssc.S29978942	10	54839	additive	11.89 	NA	NA	NA
gnl.UG.Ssc.S35166580	6	60687583	additive	7.88 	6	60030404	60037320
gnl.UG.Ssc.S20947539	1	308971674	additive	5.49 	6	49355196	49362519
gnl.UG.Ssc.S40024098	9	7449894	additive	11.29 	NA	NA	NA
gnl.UG.Ssc.S46879526	4	57099646	additive	16.16 	4	55305131	55403541
gnl.UG.Ssc.S46879958	4	110401734	additive	6.74 	4	106272296	106283881
gnl.UG.Ssc.S35166558	3	36602705	additive	6.64 	3	48092634	48123441
gnl.UG.Ssc.S18381352	9	136369976	additive	8.47 	NA	NA	NA
gnl.UG.Ssc.S40184955	17	3681417	additive	6.48 	NA	NA	NA
gnl.UG.Ssc.S50166349	9	126346678	additive	26.27 	9	128703421	128715554
gnl.UG.Ssc.S50166558	8	58703308	additive	5.99 	NA	NA	NA
gnl.UG.Ssc.S35168303	1	293060955	additive	18.93 	1	293477531	293504330
OVRM1_0062_H05	15	15083009	additive	4.71 	NA	NA	NA
gnl.UG.Ssc.S31123459	10	61062504	additive	17.49 	10	61651758	61800688
gnl.UG.Ssc.S21557447	2	109744233	additive	8.25 	2	105833579	105861092
gnl.UG.Ssc.S39858087	6	157353343	additive	5.93 	NA	NA	NA
ITT01_0090_B09	8	77104328	additive	4.65 	3	10773115	10776056
gnl.UG.Ssc.S23696826	12	63367735	additive	4.85 	GL896254.1	10989	15384
gnl.UG.Ssc.S39807644	1	210135265	additive	6.29 	NA	NA	NA
gnl.UG.Ssc.S6081526	7	31822729	additive	6.43 	NA	NA	NA
TCH01_0086_H09	18	125785	additive	7.22 	NA	NA	NA
gnl.UG.Ssc.S46876747	4	30364476	additive	6.55 	14	31216414	31227838
gnl.UG.Ssc.S20116586	1	179828805	additive	10.31 	1	182898590	182926415
TCH01_0089_A01	1	93637268	additive	5.01 	9	6818049	6840330
gnl.UG.Ssc.S40096094	15	138397090	additive	7.46 	NA	NA	NA
gnl.UG.Ssc.S39892248	15	53298652	additive	5.04 	NA	NA	NA
gnl.UG.Ssc.S20116742	14	40215734	additive	4.59 	14	30050781	30093798
gnl.UG.Ssc.S17514731	11	16115029	additive	13.22 	NA	NA	NA
gnl.UG.Ssc.S26719345	6	108870601	additive	4.61 	NA	NA	NA
